,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
2700,80, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
2701,24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
2702,43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
2703,22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
2704,40, Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2705,48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
2706,56, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
2707,34, ?, 11th, Divorced, ?, Own-child, White, Male,0,0,84, United-States, <=50K
2708,51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
2709,24, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2710,19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
2711,34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
2712,24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
2713,41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Canada, >50K
2714,24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
2715,22, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
2716,32, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
2717,41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
2718,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
2719,31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2720,55, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
2721,26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
2722,27, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
2723,35, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2724,40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,60, Greece, <=50K
2725,59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States, <=50K
2726,61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
2727,31, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
2728,43, Federal-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
2729,61, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2339,40, United-States, <=50K
2730,54, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
2731,30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
2732,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
2733,27, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Germany, <=50K
2734,44, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
2735,64, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
2736,55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2737,34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,6849,0,55, United-States, <=50K
2738,61, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
2739,34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
2740,47, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
2741,26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
2742,35, Private, 11th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
2743,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
2744,47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
2745,17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
2746,35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
2747,33, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
2748,25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
2749,18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
2750,47, State-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
2751,44, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
2752,41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
2753,30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2754,53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
2755,53, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
2756,40, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,5013,0,20, United-States, <=50K
2757,24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,2205,24, United-States, <=50K
2758,27, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
2759,50, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, Mexico, <=50K
2760,36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
2761,41, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
2762,41, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
2763,31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
2764,32, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
2765,22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
2766,22, Private, 10th, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
2767,18, Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
2768,39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, United-States, <=50K
2769,38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, <=50K
2770,35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2771,23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
2772,54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2773,36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
2774,63, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
2775,39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
2776,57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
2777,58, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
2778,29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
2779,17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
2780,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
2781,69, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
2782,28, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2783,38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2784,44, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
2785,45, Local-gov, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Female,0,1726,40, United-States, <=50K
2786,33, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
2787,41, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1485,40, United-States, >50K
2788,37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7688,0,60, United-States, >50K
2789,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
2790,48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
2791,26, ?, HS-grad, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
2792,36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
2793,21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
2794,37, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
2795,20, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
2796,54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, <=50K
2797,28, Private, HS-grad, Separated, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
2798,27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
2799,33, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
2800,46, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
2801,28, ?, 11th, Divorced, ?, Unmarried, White, Female,0,0,58, Canada, <=50K
2802,17, ?, 10th, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
2803,40, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,2444,45, United-States, >50K
2804,47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
2805,44, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
2806,25, Private, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, United-States, <=50K
2807,35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
2808,29, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States, <=50K
2809,30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
2810,30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
2811,56, Self-emp-not-inc, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
2812,25, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
2813,28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
2814,43, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2815,47, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
2816,46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2817,41, State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
2818,38, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,33, United-States, >50K
2819,29, Private, HS-grad, Never-married, Protective-serv, Other-relative, Black, Male,0,0,40, United-States, <=50K
2820,25, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
2821,56, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
2822,31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
2823,22, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
2824,31, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
2825,28, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2826,53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
2827,45, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
2828,71, Private, Preschool, Widowed, Craft-repair, Unmarried, Black, Male,0,0,10, United-States, <=50K
2829,65, ?, HS-grad, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
2830,39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
2831,19, Federal-gov, HS-grad, Married-AF-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
2832,34, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
2833,36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
2834,40, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
2835,90, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
2836,56, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
2837,21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
2838,48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
2839,45, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,27, United-States, <=50K
2840,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
2841,64, Private, 10th, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
2842,29, Local-gov, Masters, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
2843,22, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, Germany, <=50K
2844,47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Italy, >50K
2845,67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,75, United-States, >50K
2846,43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
